         12317905 function calls (12276807 primitive calls) in 15.128 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      272    0.000    0.000    0.000    0.000 __init__.py:184(__init__)
     1370    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.005    0.005 backend_qt.py:635(__init__)
      216    0.000    0.000    0.001    0.000 __init__.py:872(get_siblings)
     1591    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      319    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
   234/16    0.000    0.000    0.001    0.000 ast.py:412(generic_visit)
      220    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
     1796    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      487    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.009    0.009 numeric.py:1(<module>)
      754    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
   114/95    0.000    0.000    0.001    0.000 transforms.py:2441(get_affine)
      377    0.000    0.000    0.001    0.000 __init__.py:84(find_spec)
      367    0.000    0.000    0.012    0.000 artist.py:116(<lambda>)
      228    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
        1    0.000    0.000    0.002    0.002 pyplot.py:2025(_setup_pyplot_info_docstrings)
 1865/275    0.000    0.000    0.002    0.000 abc.py:121(__subclasscheck__)
        3    0.000    0.000    0.020    0.007 core.py:1(<module>)
      169    0.000    0.000    0.001    0.000 core.py:4349(__init__)
  238/217    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
      276    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     2162    0.000    0.000    0.000    0.000 artist.py:266(axes)
      238    0.000    0.000    0.001    0.000 markers.py:266(_set_fillstyle)
       91    0.000    0.000    0.000    0.000 transforms.py:2057(scale)
      252    0.000    0.000    0.001    0.000 sre_parse.py:85(opengroup)
      162    0.000    0.000    0.001    0.000 transforms.py:2351(__init__)
     2479    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        8    0.000    0.000    0.034    0.004 axis.py:1040(_update_ticks)
      306    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       94    0.000    0.000    0.001    0.000 typing.py:1016(__init__)
      399    0.000    0.000    0.017    0.000 utils.py:329(_text_width)
      399    0.000    0.000    0.018    0.000 utils.py:333(disp_len)
       32    0.000    0.000    0.001    0.000 ticker.py:1986(_validate_steps)
      101    0.000    0.000    0.019    0.000 fromnumeric.py:38(_wrapit)
       62    0.000    0.000    0.002    0.000 deprecation.py:318(delete_parameter)
        1    0.000    0.000    0.118    0.118 _mathtext.py:1967(__init__)
      259    0.000    0.000    0.001    0.000 font_manager.py:807(set_style)
      103    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       68    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
      265    0.000    0.000    0.001    0.000 std.py:288(format_interval)
      958    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      399    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
       32    0.000    0.000    0.000    0.000 function_base.py:1295(diff)
       44    0.000    0.000    0.000    0.000 transforms.py:637(translated)
 1054/612    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
      316    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
       32    0.000    0.000    0.001    0.000 transforms.py:2839(nonsingular)
      392    0.000    0.000    0.001    0.000 re.py:202(sub)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'PySide6.QtWidgets.QWidget' objects}
       92    0.000    0.000    0.001    0.000 path.py:99(__init__)
     1268    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       32    0.000    0.000    0.013    0.000 ticker.py:433(__init__)
      902    0.000    0.000    0.000    0.000 inspect.py:2406(<lambda>)
       53    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
      731    0.000    0.000    0.000    0.000 rcsetup.py:180(validator)
       58    0.000    0.000    0.000    0.000 stride_tricks.py:415(_broadcast_shape)
  935/375    0.000    0.000    0.002    0.000 core.py:1857(name)
      100    0.000    0.000    0.586    0.006 artist.py:104(__init_subclass__)
      193    0.000    0.000    0.020    0.000 fromnumeric.py:51(_wrapfunc)
       12    0.000    0.000    0.000    0.000 datetime.py:461(__new__)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
      718    0.000    0.000    0.001    0.000 re.py:269(escape)
      781    0.000    0.000    0.000    0.000 typing.py:935(_is_dunder)
       59    0.000    0.000    0.001    0.000 backend_bases.py:735(__init__)
      286    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
        1    0.000    0.000    0.000    0.000 {built-in method binascii.a2b_base64}
  552/266    0.000    0.000    0.002    0.000 core.py:1832(default_name)
     2380    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      417    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       16    0.000    0.000    0.001    0.000 ticker.py:714(_compute_offset)
1061/1059    0.000    0.000    0.000    0.000 results.py:159(__init__)
       47    0.000    0.000    0.005    0.000 __init__.py:1294(_add_data_doc)
       90    0.000    0.000    0.002    0.000 transforms.py:1480(transform)
      145    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
       32    0.000    0.000    0.003    0.000 colors.py:927(from_list)
       28    0.000    0.000    0.003    0.000 axis.py:349(_apply_params)
      444    0.000    0.000    0.000    0.000 core.py:757(preParse)
      256    0.000    0.000    0.000    0.000 font_manager.py:817(set_variant)
      702    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      137    0.000    0.000    0.003    0.000 rcsetup.py:88(f)
        7    0.000    0.000    0.000    0.000 {method 'connect' of 'PySide6.QtCore.SignalInstance' objects}
      237    0.000    0.000    0.001    0.000 artist.py:723(set_figure)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
     1706    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       92    0.000    0.000    0.000    0.000 __init__.py:132(check_shape)
      108    0.000    0.000    0.003    0.000 traceback.py:216(extract_stack)
       92    0.000    0.000    0.005    0.000 core.py:2984(parseImpl)
      133    0.000    0.000    0.001    0.000 std.py:342(fp_write)
      346    0.000    0.000    0.001    0.000 traceback.py:301(line)
      206    0.000    0.000    0.001    0.000 lines.py:630(set_data)
        6    0.000    0.000    0.000    0.000 numeric.py:2517(extend_all)
      508    0.000    0.000    0.001    0.000 {built-in method builtins.all}
      152    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
      566    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      338    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       64    0.000    0.000    0.001    0.000 axis.py:1607(_set_formatter)
      812    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       89    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       98    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
        1    0.000    0.000    0.004    0.004 _add_newdocs.py:1(<module>)
      399    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       84    0.000    0.000    0.001    0.000 _base.py:768(<dictcomp>)
       17    0.000    0.000    0.005    0.000 rcsetup.py:710(validate_cycler)
      205    0.000    0.000    0.001    0.000 artist.py:426(set_transform)
      198    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
   234/16    0.000    0.000    0.001    0.000 ast.py:406(visit)
      167    0.000    0.000    0.001    0.000 linecache.py:52(checkcache)
      136    0.000    0.000    0.000    0.000 std.py:104(acquire)
       64    0.000    0.000    0.000    0.000 enum.py:590(_find_data_type)
      115    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       22    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
      226    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
    69/66    0.000    0.000    0.017    0.000 core.py:4889(parseImpl)
      664    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       69    0.000    0.000    0.001    0.000 pathlib.py:569(_parse_args)
        1    0.000    0.000    0.003    0.003 numerictypes.py:1(<module>)
      174    0.000    0.000    0.001    0.000 transforms.py:2508(composite_transform_factory)
      401    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       30    0.000    0.000    0.003    0.000 artist.py:759(set_clip_path)
      374    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
      238    0.000    0.000    0.004    0.000 markers.py:219(__init__)
       18    0.000    0.000    0.019    0.001 axis.py:414(__init__)
       66    0.000    0.000    0.001    0.000 core.py:262(_trim_arity)
      226    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      266    0.000    0.000    0.000    0.000 __init__.py:1290(_to_unmasked_float_array)
       86    0.000    0.000    0.001    0.000 text.py:936(set_color)
      130    0.000    0.000    0.003    0.000 font_manager.py:943(copy)
      356    0.000    0.000    0.000    0.000 lines.py:1222(set_xdata)
       37    0.000    0.000    0.000    0.000 cycler.py:364(by_key)
      279    0.000    0.000    0.000    0.000 font_manager.py:794(set_family)
      452    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
      152    0.000    0.000    0.000    0.000 transforms.py:1862(transform_affine)
        1    0.000    0.000    0.007    0.007 mathtext.py:1(<module>)
      852    0.000    0.000    0.001    0.000 util.py:108(get)
      227    0.000    0.000    0.001    0.000 transforms.py:170(invalidate)
       10    0.000    0.000    0.000    0.000 main.py:25(<listcomp>)
        1    0.000    0.000    0.004    0.004 fromnumeric.py:1(<module>)
      706    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
  115/105    0.000    0.000    0.048    0.000 docstring.py:83(__call__)
       16    0.000    0.000    0.000    0.000 ticker.py:753(_set_order_of_magnitude)
       66    0.000    0.000    0.001    0.000 lines.py:1267(update_from)
       41    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
     1080    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       41    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
      285    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
        1    0.000    0.000    0.785    0.785 pyplot.py:1(<module>)
      766    0.000    0.000    0.000    0.000 __init__.py:879(<lambda>)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
      251    0.000    0.000    0.001    0.000 artist.py:1001(set_visible)
       68    0.000    0.000    0.001    0.000 text.py:275(_get_layout_cache_key)
       68    0.000    0.000    0.001    0.000 font_manager.py:1417(get_font)
       48    0.000    0.000    0.001    0.000 core.py:5151(__lshift__)
       81    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
      660    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
      716    0.000    0.000    0.001    0.000 helpers.py:300(<genexpr>)
      558    0.000    0.000    0.000    0.000 font_manager.py:1022(_normalize_font_family)
      132    0.000    0.000    0.000    0.000 {built-in method now}
      158    0.000    0.000    0.000    0.000 text.py:1195(set_verticalalignment)
       24    0.000    0.000    0.002    0.000 backend_agg.py:224(draw_text)
  717/157    0.000    0.000    0.001    0.000 core.py:1862(__str__)
       24    0.000    0.000    0.001    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
      146    0.000    0.000    0.000    0.000 __init__.py:1277(is_math_text)
       32    0.000    0.000    0.002    0.000 ticker.py:2007(set_params)
     1101    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       16    0.000    0.000    0.016    0.001 axis.py:475(__init__)
      136    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
       32    0.000    0.000    0.001    0.000 colors.py:287(to_rgba_array)
      307    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        2    0.000    0.000    0.000    0.000 unicode.py:63(<listcomp>)
      745    0.000    0.000    0.000    0.000 {built-in method from_bytes}
      239    0.000    0.000    0.002    0.000 rcsetup.py:282(validate_color_for_prop_cycle)
       94    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
      260    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(concatenate)
      133    0.000    0.000    0.000    0.000 std.py:155(__init__)
      705    0.000    0.000    0.000    0.000 {built-in method sys.intern}
   231/17    0.000    0.000    0.016    0.001 core.py:4373(parseImpl)
      417    0.000    0.000    0.001    0.000 copyreg.py:100(__newobj__)
      286    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       60    0.000    0.000    0.000    0.000 transforms.py:2919(_interval_contains_close)
       51    0.000    0.000    0.001    0.000 transforms.py:1996(rotate)
    84/76    0.000    0.000    0.002    0.000 _base.py:765(_unstale_viewLim)
    54/22    0.000    0.000    0.013    0.001 core.py:4108(parseImpl)
      290    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
        1    0.000    0.000    0.024    0.024 _axes.py:46(Axes)
      190    0.000    0.000    0.001    0.000 colors.py:124(_check_color_like)
       58    0.000    0.000    0.001    0.000 stride_tricks.py:479(broadcast_arrays)
       38    0.000    0.000    0.001    0.000 typing.py:483(Union)
      226    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      314    0.000    0.000    0.000    0.000 core.py:1711(set_whitespace_chars)
    42/40    0.000    0.000    0.001    0.000 transforms.py:1791(__eq__)
       91    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
        1    0.000    0.000    0.025    0.025 multiarray.py:1(<module>)
      220    0.000    0.000    0.000    0.000 __init__.py:823(clean)
       92    0.000    0.000    0.000    0.000 path.py:191(_update_values)
