         12317905 function calls (12276807 primitive calls) in 15.128 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pathlib.py:1092(stat)
        1    0.000    0.000    0.000    0.000 core.py:3262(__init__)
        3    0.000    0.000    0.000    0.000 patches.py:735(get_path)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'setPalette' of 'PySide6.QtWidgets.QWidget' objects}
        4    0.000    0.000    0.000    0.000 _mathtext.py:2292(push_state)
        1    0.000    0.000    0.000    0.000 afm.py:358(AFM)
       24    0.000    0.000    0.000    0.000 text.py:741(get_color)
        2    0.000    0.000    0.000    0.000 _base.py:3916(get_ylim)
        1    0.000    0.000    0.000    0.000 {function MainWindow.closeEvent at 0x7fcfcd6265f0}
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       12    0.000    0.000    0.000    0.000 patches.py:2175(<genexpr>)
        4    0.000    0.000    0.000    0.000 figure.py:1481(sca)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_pack_uint32)
       28    0.000    0.000    0.000    0.000 axis.py:374(<dictcomp>)
       24    0.000    0.000    0.000    0.000 dviread.py:127(_dispatch)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 std.py:133(Bar)
        4    0.000    0.000    0.000    0.000 axis.py:1868(<listcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:186(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:434(__exit__)
        3    0.000    0.000    0.000    0.000 core.py:3488(__init__)
        8    0.000    0.000    0.000    0.000 core.py:1663(__call__)
       30    0.000    0.000    0.000    0.000 version.py:393(_parse_letter_version)
        1    0.000    0.000    0.704    0.704 qt_compat.py:159(_exec)
        4    0.000    0.000    0.000    0.000 _base.py:2417(_unit_change_handler)
        3    0.000    0.000    0.000    0.000 path.py:723(unit_rectangle)
        1    0.000    0.000    0.000    0.000 util.py:12(__config_flags)
        1    0.000    0.000    0.000    0.000 std.py:576(_get_free_pos)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 scale.py:202(LogTransform)
        1    0.000    0.000    0.000    0.000 threading.py:916(start)
        3    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        1    0.000    0.000    0.000    0.000 widgets.py:942(CheckButtons)
        5    0.000    0.000    0.000    0.000 transforms.py:2431(transform_path_non_affine)
        2    0.000    0.000    0.000    0.000 transforms.py:1389(contains_branch)
       16    0.000    0.000    0.000    0.000 ticker.py:244(set_locs)
        2    0.000    0.000    0.000    0.000 dataclasses.py:370(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:2239(Path)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        5    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:932(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        2    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
        4    0.000    0.000    0.000    0.000 transforms.py:2402(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 backend_tools.py:28(Cursors)
        1    0.000    0.000    0.000    0.000 colors.py:553(Colormap)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        2    0.000    0.000    0.000    0.000 {built-in method setAttribute}
        2    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
       32    0.000    0.000    0.000    0.000 scale.py:97(__init__)
       25    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        6    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:1044(__contains__)
        8    0.000    0.000    0.000    0.000 axis.py:1015(_set_artist_props)
        3    0.000    0.000    0.000    0.000 __init__.py:501(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 Image.py:3401(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 colors.py:420(ColorConverter)
        2    0.000    0.000    0.000    0.000 rcsetup.py:289(_validate_color_or_linecolor)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 patches.py:1225(Arrow)
        1    0.000    0.000    0.000    0.000 text.py:1597(Annotation)
        1    0.000    0.000    0.000    0.000 axis.py:31(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:551(gen_candidates)
        1    0.000    0.000    0.000    0.000 dates.py:862(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 {method 'setWindowTitle' of 'PySide6.QtWidgets.QWidget' objects}
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 __init__.py:129(CallbackRegistry)
        8    0.000    0.000    0.000    0.000 pathlib.py:853(__truediv__)
        1    0.000    0.000    0.000    0.000 {method 'screen' of 'PySide6.QtGui.QWindow' objects}
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
        1    0.000    0.000    0.000    0.000 core.py:4344(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1351(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:596(FontProperties)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        1    0.000    0.000    0.003    0.003 std.py:118(create_mp_lock)
        6    0.000    0.000    0.000    0.000 text.py:517(_update_clip_properties)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:123(set_active)
        4    0.000    0.000    0.000    0.000 _base.py:3520(get_xbound)
        1    0.000    0.000    0.000    0.000 rcsetup.py:97(<listcomp>)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:381(__subclasshook__)
        1    0.000    0.000    0.000    0.000 argparse.py:1672(ArgumentParser)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.000    0.000 typing.py:801(__init__)
        4    0.000    0.000    0.000    0.000 axis.py:2239(get_minpos)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(extract)
        8    0.000    0.000    0.000    0.000 core.py:3399(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {method 'key' of 'PySide6.QtGui.QKeyEvent' objects}
        1    0.000    0.000    0.000    0.000 font_manager.py:1028(FontManager)
        1    0.000    0.000    0.028    0.028 pyplot.py:303(new_figure_manager)
        2    0.000    0.000    0.000    0.000 _mathtext.py:2302(math)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 geo.py:414(LambertAxes)
        4    0.000    0.000    0.000    0.000 _base.py:1003(get_position)
       30    0.000    0.000    0.000    0.000 _pydecimal.py:3920(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 __init__.py:863(Handler)
        8    0.000    0.000    0.000    0.000 axis.py:1492(have_units)
        1    0.000    0.000    0.000    0.000 getlimits.py:363(finfo)
        1    0.000    0.000    0.000    0.000 figure.py:2438(set_constrained_layout)
        1    0.000    0.000    0.000    0.000 core.py:2890(Regex)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 util.py:103(__init__)
        1    0.000    0.000    0.000    0.000 pyi_generator.py:90(Formatter)
       23    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 patches.py:1479(Ellipse)
       32    0.000    0.000    0.000    0.000 inspect.py:3003(return_annotation)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
       10    0.000    0.000    0.000    0.000 spines.py:582(__iter__)
        1    0.000    0.000    0.000    0.000 patches.py:684(Rectangle)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
        1    0.000    0.000    0.000    0.000 core.py:3459(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:18(PolarTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:466(fully_overlaps)
        1    0.000    0.000    0.000    0.000 mathtext.py:298(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 core.py:3757(And)
        1    0.000    0.000    0.000    0.000 art3d.py:504(Path3DCollection)
        1    0.000    0.000    0.000    0.000 gzip.py:402(_GzipReader)
       40    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BytesIO' objects}
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1771(C14NWriterTarget)
       11    0.000    0.000    0.000    0.000 _collections_abc.py:857(__init__)
        4    0.000    0.000    0.000    0.000 core.py:3207(parseImpl)
        1    0.000    0.000    0.000    0.000 __init__.py:524(get_data_path)
       25    0.000    0.000    0.000    0.000 dataclasses.py:426(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2717(FigureManagerBase)
        2    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 gridspec.py:559(__init__)
        7    0.000    0.000    0.000    0.000 core.py:1683(suppress)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        1    0.000    0.000    0.000    0.000 parse.py:359(_fix_result_transcoding)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 image.py:863(AxesImage)
        8    0.000    0.000    0.000    0.000 spines.py:585(__len__)
        1    0.000    0.000    0.000    0.000 tool.py:1(<module>)
        4    0.000    0.000    0.000    0.000 axis.py:2501(get_minpos)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1056(TimerBase)
        3    0.000    0.000    0.000    0.000 datetime.py:2205(_create)
        8    0.000    0.000    0.000    0.000 _mathtext.py:256(_get_offset)
        1    0.000    0.000    0.000    0.000 transforms.py:996(p1)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        2    0.000    0.000    0.000    0.000 {method 'rect' of 'PySide6.QtGui.QPaintEvent' objects}
        1    0.000    0.000    0.000    0.000 utils.py:162(__init__)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
       16    0.000    0.000    0.000    0.000 core.py:3380(<genexpr>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 ast.py:65(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.003    0.003 __init__.py:274(load)
        2    0.000    0.000    0.000    0.000 axis.py:1546(set_label_text)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        8    0.000    0.000    0.000    0.000 axis.py:541(__init__)
        2    0.000    0.000    0.000    0.000 deprecation.py:381(wrapper)
        1    0.000    0.000    0.000    0.000 std.py:329(status_printer)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        2    0.000    0.000    0.000    0.000 transforms.py:2644(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        6    0.000    0.000    0.000    0.000 _mathtext.py:2259(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:755(with_name)
        1    0.000    0.000    0.000    0.000 transforms.py:81(TransformNode)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        4    0.000    0.000    0.000    0.000 dataclasses.py:379(_tuple_str)
        1    0.000    0.000    0.003    0.003 font_manager.py:1010(json_load)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:1034(__iter__)
        1    0.000    0.000    0.000    0.000 figure.py:1935(SubFigure)
        1    0.000    0.000    0.000    0.000 widgets.py:588(RangeSlider)
        5    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:3596(ParseExpression)
        4    0.000    0.000    0.000    0.000 legend_handler.py:187(__init__)
        1    0.000    0.000    0.000    0.000 backend_tools.py:451(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 art3d.py:408(Patch3DCollection)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
        1    0.000    0.000    0.000    0.000 text.py:1401(_AnnotationBase)
        2    0.000    0.000    0.000    0.000 pathlib.py:398(select_from)
       13    0.000    0.000    0.000    0.000 backend_bases.py:911(set_dashes)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:2179(_backend_module_name)
        1    0.000    0.000    0.000    0.000 zipfile.py:776(ZipExtFile)
        1    0.000    0.000    0.000    0.000 backend_tools.py:895(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 __init__.py:502(CFunctionType)
        1    0.000    0.000    0.000    0.000 signal.py:60(getsignal)
        3    0.000    0.000    0.000    0.000 core.py:681(add_parse_action)
        1    0.000    0.000    0.000    0.000 version.py:60(_BaseVersion)
        1    0.000    0.000    0.000    0.000 backend_tools.py:43(ToolBase)
        2    0.000    0.000    0.000    0.000 index_tricks.py:755(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:1107(Normalize)
        2    0.000    0.000    0.000    0.000 transforms.py:2166(__eq__)
        1    0.000    0.000    0.000    0.000 gzip.py:121(GzipFile)
        3    0.000    0.000    0.000    0.000 threading.py:1430(current_thread)
        2    0.000    0.000    0.000    0.000 lines.py:719(_is_sorted)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1297(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 tempfile.py:805(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 transforms.py:1284(Transform)
       30    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
       24    0.000    0.000    0.000    0.000 artist.py:590(get_url)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:27(FontconfigPatternParser)
        4    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 linalg.py:111(_makearray)
        1    0.000    0.000    0.000    0.000 axis.py:2009(XAxis)
        4    0.000    0.000    0.000    0.000 _mathtext.py:1622(shrink)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 core.py:112(__diag__)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        4    0.000    0.000    0.000    0.000 transforms.py:1601(transform_path)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 rcsetup.py:395(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 core.py:2354(Keyword)
        8    0.000    0.000    0.000    0.000 {method 'value' of 'PySide6.QtGui.QColor' objects}
        2    0.000    0.000    0.000    0.000 _base.py:1109(_gen_axes_patch)
        2    0.000    0.000    0.000    0.000 backend_qt.py:159(<genexpr>)
        3    0.000    0.000    0.000    0.000 tokenize.py:327(find_cookie)
       10    0.000    0.000    0.000    0.000 _base.py:2539(<listcomp>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:398(extents)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        2    0.000    0.000    0.000    0.000 gridspec.py:435(<dictcomp>)
       22    0.000    0.000    0.000    0.000 markers.py:368(get_snap_threshold)
       11    0.000    0.000    0.000    0.000 pathlib.py:519(__len__)
        1    0.000    0.000    0.000    0.000 Image.py:3437(Exif)
        8    0.000    0.000    0.000    0.000 ticker.py:1743(__call__)
        1    0.000    0.000    0.000    0.000 axis.py:2275(YAxis)
        1    0.000    0.000    0.000    0.000 mathtext.py:190(MathtextBackendPs)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 art3d.py:160(Line3D)
        4    0.000    0.000    0.000    0.000 _mathtext.py:1615(__init__)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:10(SecondaryAxis)
        1    0.000    0.000    0.000    0.000 widgets.py:1372(RadioButtons)
        1    0.000    0.000    0.000    0.000 std.py:78(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 _mathtext.py:647(StixFonts)
        1    0.000    0.000    0.000    0.000 quiver.py:209(QuiverKey)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:695(PngImageFile)
        5    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        6    0.000    0.000    0.000    0.000 artist.py:747(set_clip_box)
        7    0.000    0.000    0.000    0.000 __init__.py:1255(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:179(__getattr__)
        3    0.000    0.000    0.000    0.000 os.py:1079(__subclasshook__)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        2    0.000    0.000    0.000    0.000 _mathtext.py:1050(_get_font_constant_set)
        1    0.000    0.000    0.000    0.000 __init__.py:319(CDLL)
        1    0.000    0.000    0.000    0.000 core.py:6237(mvoid)
        1    0.000    0.000    0.000    0.000 __init__.py:479(StringTemplateStyle)
        4    0.000    0.000    0.000    0.000 _base.py:223(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1035(Polygon)
        1    0.000    0.000    0.000    0.000 figure.py:293(get_children)
        2    0.000    0.000    0.041    0.020 deprecation.py:445(wrapper)
       11    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
       20    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 artist.py:66(_finalize_rasterization)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
        1    0.000    0.000    0.000    0.000 _mathtext.py:444(UnicodeFonts)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:860(__len__)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2495(cumsum)
       10    0.000    0.000    0.000    0.000 rcsetup.py:544(_validate_greaterequal0_lessthan1)
        3    0.000    0.000    0.000    0.000 figure.py:155(update)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        2    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        5    0.000    0.000    0.000    0.000 pathlib.py:663(__eq__)
       22    0.000    0.000    0.000    0.000 markers.py:352(get_alt_path)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        4    0.000    0.000    0.000    0.000 getlimits.py:671(max)
        8    0.000    0.000    0.000    0.000 _mathtext.py:2554(is_dropsub)
        1    0.000    0.000    0.000    0.000 colorbar.py:213(_ColorbarSpine)
        1    0.000    0.000    0.000    0.000 core.py:4714(NotAny)
        1    0.000    0.000    0.005    0.005 backend_qt.py:580(_get_toolbar)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        1    0.000    0.000    0.000    0.000 widgets.py:1507(SubplotTool)
        1    0.000    0.000    0.000    0.000 transforms.py:1895(Affine2D)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:2572(_ptp_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'setWindowIcon' of 'PySide6.QtWidgets.QWidget' objects}
        1    0.000    0.000    0.000    0.000 core.py:3045(QuotedString)
       17    0.000    0.000    0.000    0.000 cycler.py:170(change_key)
       10    0.000    0.000    0.000    0.000 __init__.py:106(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6432(MaskedConstant)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1719(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 artist.py:1321(ArtistInspector)
        1    0.000    0.000    0.000    0.000 linalg.py:135(_commonType)
        1    0.000    0.000    0.000    0.000 figure.py:1928(_set_artist_props)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        2    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 polar.py:353(ThetaAxis)
        4    0.000    0.000    0.000    0.000 transforms.py:263(__array__)
       12    0.000    0.000    0.000    0.000 rcsetup.py:377(validate_fontweight)
        1    0.000    0.000    0.000    0.000 __init__.py:188(<dictcomp>)
       21    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 _datasource.py:535(Repository)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 colors.py:1382(CenteredNorm)
        1    0.000    0.000    0.000    0.000 widgets.py:92(AxesWidget)
        1    0.000    0.000    0.000    0.000 backend_qtagg.py:17(FigureCanvasQTAgg)
        2    0.000    0.000    0.000    0.000 _pylab_helpers.py:56(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1775(draw_event)
        1    0.000    0.000    0.000    0.000 transforms.py:1161(LockableBbox)
        1    0.000    0.000    0.000    0.000 ticker.py:383(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.010    0.010 __init__.py:2275(class_factory)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:124(<listcomp>)
       22    0.000    0.000    0.000    0.000 lines.py:871(get_drawstyle)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 backend_qt.py:235(_update_pixel_ratio)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 backend_qt.py:621(set_window_title)
        1    0.000    0.000    0.000    0.000 colors.py:1291(TwoSlopeNorm)
        3    0.000    0.000    0.000    0.000 __init__.py:570(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:2468(set_constrained_layout_pads)
        1    0.000    0.000    0.000    0.000 records.py:308(recarray)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        4    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.003    0.003 std.py:1536(trange)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sort)
        1    0.000    0.000    0.003    0.003 std.py:92(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:648(RadialAxis)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 importhandler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1891(_MathStyle)
        1    0.000    0.000    0.000    0.000 cp437.py:33(getregentry)
        3    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        4    0.000    0.000    0.000    0.000 transforms.py:1610(transform_path_affine)
        4    0.000    0.000    0.000    0.000 dataclasses.py:388(<listcomp>)
        1    0.000    0.000    0.000    0.000 process.py:399(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 core.py:3321(White)
       22    0.000    0.000    0.000    0.000 markers.py:285(get_capstyle)
        1    0.000    0.000    0.000    0.000 patches.py:3128(_Base)
        1    0.000    0.000    0.000    0.000 core.py:3405(GoToColumn)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        3    0.000    0.000    0.000    0.000 rcsetup.py:770(validate_hist_bins)
        3    0.000    0.000    0.000    0.000 __init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.007    0.007 backend_qtagg.py:19(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1240(_recalculate)
        1    0.000    0.000    0.000    0.000 utils.py:105(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1642(_fix_up_module)
        1    0.000    0.000    0.000    0.000 offsetbox.py:185(OffsetBox)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1308(_ActionsContainer)
        4    0.000    0.000    0.000    0.000 pyplot.py:201(_get_required_interactive_framework)
        1    0.000    0.000    0.000    0.000 art3d.py:332(Patch3D)
        2    0.000    0.000    0.000    0.000 {method 'end' of 'PySide6.QtGui.QPainter' objects}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1218(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 _mathtext.py:2252(State)
        1    0.000    0.000    0.000    0.000 random.py:506(choices)
        1    0.000    0.000    0.000    0.000 utils.py:215(_supports_unicode)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:223(TruetypeFonts)
        3    0.000    0.000    0.000    0.000 random.py:119(__init__)
        4    0.000    0.000    0.000    0.000 figure.py:2894(<lambda>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 parser.py:114(EnumSelect)
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        2    0.000    0.000    0.000    0.000 _base.py:254(<listcomp>)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        1    0.000    0.000    0.000    0.000 selectors.py:443(EpollSelector)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
